,NU_INSCRICAO,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_ST_CONCLUSAO,IN_TREINEIRO,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,NU_NOTA_REDACAO,ESC_PAI,ESC_MAE,PESSOAS_RESIDENCIA,BANHEIRO,QUARTOS,CARRO,CELULAR,FIXO,COMPUTADOR,INTERNET,Q026,TIPO_EM,RENDA,NOTA_TESTES,NOTA_ENEM
164889,170002487559,SP,25.0,F,0.0,1,0,599.4,613.0,620.3,525.6,1,600.0,F,F,3.0,B,C,A,C,B,B,B,A,E,1765.7400192308914,2358.3,2958.3
25166,170006716727,BA,41.0,F,2.0,1,0,563.0,533.9,552.5,519.4,0,440.0,B,B,2.0,B,C,A,C,A,B,B,A,A,295.31710146864975,2168.8,2608.8
74025,170002514886,RS,22.0,F,0.0,1,0,529.0,573.3,568.1,524.7,0,440.0,D,B,1.0,B,C,A,B,A,C,B,A,A,1230.9269033915953,2195.100000000001,2635.100000000001
468,170004552690,SE,18.0,M,0.0,1,0,423.5,410.5,546.3,607.2,1,560.0,D,F,4.0,C,D,A,E,A,B,B,A,D,3483.862542720185,1987.5,2547.5
88703,170002392108,BA,22.0,F,1.0,1,0,529.2,508.6,547.9,490.5,0,580.0,C,E,3.0,C,C,B,D,A,B,B,A,A,971.2636202555107,2076.2000000000007,2656.2000000000007
128058,170001873928,RJ,20.0,F,0.0,1,0,396.8,441.9,529.0,439.5,0,580.0,B,D,4.0,B,B,A,B,A,A,A,A,A,880.3176347086118,1807.2,2387.2
119628,170000648461,CE,19.0,M,0.0,2,0,433.6,419.5,455.9,397.7,1,0.0,B,B,5.0,B,B,A,A,A,A,A,B,A,439.5620824919371,1706.7,1706.7
145689,170003699611,GO,22.0,F,0.0,1,0,641.0,669.8,650.5,571.3,1,760.0,F,F,3.0,B,D,B,C,B,C,B,A,D,4849.742001136266,2532.6,3292.6
104905,170002578837,RJ,22.0,F,0.0,1,0,536.2,564.0,578.7,706.9,0,600.0,H,E,3.0,B,C,A,D,B,B,B,A,A,1770.6734261943595,2385.8,2985.8
70905,170001580752,AM,26.0,M,0.0,1,0,434.5,439.5,403.7,510.9,0,320.0,H,H,4.0,B,D,A,D,A,B,B,A,A,186.36287811528862,1788.6,2108.6
11573,170003983478,PA,16.0,F,0.0,2,0,469.5,443.0,452.5,477.0,1,500.0,C,E,8.0,C,E,A,E,A,B,A,B,A,336.24847939265703,1842.0,2342.0
99492,170003830410,RJ,16.0,M,0.0,3,1,630.9,599.6,579.8,588.8,0,580.0,E,E,2.0,C,D,B,C,B,C,B,C,D,7756.262423507404,2399.1,2979.1
47500,170002077931,SP,19.0,F,0.0,1,0,642.3,764.5,609.5,705.1,0,580.0,F,F,3.0,B,C,B,D,B,C,B,A,D,3483.858412384823,2721.4,3301.4
153916,170003596309,CE,19.0,M,0.0,2,0,432.1,439.5,454.1,459.8,1,520.0,G,B,8.0,C,E,B,D,B,B,B,B,A,1832.161414539396,1785.5,2305.5
18247,170000183977,RS,17.0,F,0.0,2,0,539.9,568.6,550.2,573.9,0,640.0,B,B,3.0,B,C,B,D,A,B,B,B,A,2077.856393417874,2232.6,2872.6
79451,170001763696,SP,19.0,M,0.0,1,0,523.6,544.4,496.6,503.3,0,560.0,C,E,4.0,B,C,A,C,A,A,B,A,A,1437.7341777445029,2067.9,2627.9
148938,170000823112,AM,18.0,F,0.0,2,0,387.8,496.0,482.3,401.2,0,580.0,E,E,3.0,C,C,B,D,A,B,B,B,A,302.67926187495954,1767.3,2347.3
30563,170004452372,RS,36.0,M,1.0,1,0,543.7,589.2,588.8,460.4,1,480.0,A,D,3.0,B,B,B,C,A,B,B,A,A,2858.1656350809967,2182.1,2662.1
188087,170000145533,PE,18.0,F,0.0,1,0,574.3,499.0,492.3,466.7,1,440.0,B,C,4.0,B,D,A,C,A,A,B,A,A,570.2217960259246,2032.3,2472.3
42296,170006460694,PE,18.0,M,0.0,1,0,567.1,543.6,530.4,418.1,1,520.0,E,D,4.0,B,C,B,E,A,B,B,A,A,1909.0672104237162,2059.2,2579.2
53585,170001825798,MA,18.0,F,0.0,2,0,545.5,565.8,544.9,431.8,0,520.0,D,C,5.0,C,C,B,D,A,A,B,B,B,1206.9347474925248,2088.0,2608.0
63271,170005494067,RJ,32.0,F,1.0,1,0,529.0,425.7,538.4,577.8,0,640.0,B,D,6.0,B,D,A,C,A,A,B,A,A,519.8568023255228,2070.9,2710.9
172287,170003792868,PA,21.0,F,0.0,1,0,437.6,528.5,488.4,384.4,1,500.0,B,F,4.0,B,D,A,D,A,A,A,A,A,1358.810767357048,1838.9,2338.9
70447,170004321415,PB,16.0,F,0.0,3,1,592.3,598.0,566.5,561.7,1,660.0,G,G,4.0,E,E,C,E,B,C,B,C,D,8311.194836730214,2318.5,2978.5
143425,170002942149,MT,30.0,M,0.0,1,0,413.4,429.7,378.2,403.7,1,240.0,H,B,2.0,B,B,A,B,A,B,B,A,A,1303.237578230278,1625.0,1865.0
118075,170005457460,BA,21.0,F,0.0,1,0,513.4,527.0,542.4,464.8,1,720.0,B,C,4.0,C,D,A,E,B,A,B,A,A,1432.4381479028889,2047.6,2767.6000000000013
32543,170002785809,CE,28.0,M,0.0,1,0,610.3,576.4,525.2,464.6,1,480.0,H,D,5.0,B,C,A,D,A,A,B,A,A,1097.540425329184,2176.5,2656.5
9271,170001955187,GO,34.0,F,0.0,1,0,616.0,573.1,601.7,552.1,0,920.0,D,F,3.0,D,D,D,D,A,C,B,A,D,13702.759544499426,2342.9,3262.9
95315,170003091824,MG,22.0,M,0.0,1,0,570.4,651.8,571.8,636.7,0,600.0,E,E,6.0,B,C,B,C,A,B,B,A,A,714.2202442185345,2430.7,3030.7
95887,170001911802,SC,31.0,M,,1,0,631.2,746.3,640.2,682.7,0,700.0,E,D,2.0,B,B,A,C,A,B,B,A,A,1211.300103281348,2700.4,3400.4
128792,170001062441,DF,18.0,F,0.0,2,0,546.4,654.4,583.2,622.3,1,560.0,E,E,6.0,D,D,C,B,B,B,B,B,A,4889.650451673526,2406.3,2966.3
127973,170001540314,MA,21.0,F,0.0,1,0,480.0,590.6,551.7,481.7,1,600.0,A,C,3.0,B,C,A,B,A,A,A,A,A,53.01026848996361,2104.0,2704.0
55852,170006025523,MT,31.0,F,2.0,1,0,628.7,661.6,667.1,594.7,0,700.0,F,F,1.0,B,B,B,B,B,B,B,A,D,4073.7622334029606,2552.100000000001,3252.1000000000013
126290,170000125153,RS,24.0,M,0.0,1,0,508.6,469.6,469.4,525.4,1,580.0,B,C,3.0,B,C,B,C,A,B,B,A,A,1231.593646869055,1973.0,2553.0
192790,170003929385,PR,18.0,F,0.0,2,0,547.7,546.4,490.9,449.8,1,500.0,C,C,3.0,B,D,B,C,A,A,A,B,A,165.2038385997565,2034.8,2534.8
150238,170005620844,BA,29.0,M,,1,0,496.7,507.8,445.6,392.8,0,240.0,C,D,3.0,B,C,A,B,A,A,A,A,A,800.7842968494972,1842.9,2082.9
135444,170000352972,SP,23.0,F,0.0,1,0,445.3,599.7,538.2,490.2,0,520.0,E,C,2.0,B,C,A,C,A,A,B,A,A,1431.3153618409613,2073.4,2593.4
132687,170005896974,SP,19.0,F,0.0,1,0,471.0,395.8,489.4,405.3,0,420.0,B,D,5.0,B,C,B,B,B,B,B,A,A,1841.874049696887,1761.4999999999998,2181.5
114453,170003425749,AM,21.0,M,0.0,1,0,382.4,398.7,379.7,443.5,1,0.0,F,A,5.0,A,C,A,B,A,A,A,A,A,692.9002339163919,1604.3,1604.3
53783,170001314531,PR,19.0,F,0.0,1,0,389.4,446.6,448.5,417.2,1,340.0,E,E,4.0,B,C,A,D,B,B,B,A,A,1200.0843762702448,1701.7,2041.7
156275,170005954849,SP,26.0,F,0.0,1,0,584.9,610.7,503.7,629.9,0,500.0,H,C,2.0,B,B,A,B,A,B,A,A,A,1009.3482356282657,2329.2,2829.2
34219,170006385609,RN,38.0,F,0.0,1,0,414.2,492.5,545.9,508.1,1,460.0,D,D,4.0,B,C,A,C,B,B,B,A,A,1931.1013577241208,1960.7,2420.7
32389,170006681073,SP,25.0,F,2.0,1,0,524.9,535.5,558.5,561.6,0,540.0,B,B,1.0,B,C,A,B,B,B,B,A,A,1173.4632154487922,2180.5,2720.5
177418,170002052837,CE,30.0,F,0.0,2,0,433.8,510.5,421.6,392.7,1,220.0,A,B,2.0,C,B,A,C,A,B,B,B,A,469.11359625920335,1758.6,1978.6
77004,170000551919,SP,17.0,M,0.0,2,0,454.5,513.1,571.0,522.5,0,500.0,E,E,3.0,B,D,A,D,A,B,B,B,A,2290.830638092391,2061.1,2561.1
127325,170003633125,RN,38.0,F,1.0,1,0,582.2,560.8,599.6,587.0,0,600.0,C,C,5.0,B,C,A,D,A,B,B,A,A,1872.640587565637,2329.6,2929.6
63629,170002303505,MG,19.0,M,0.0,2,0,533.0,439.9,457.1,432.5,1,440.0,B,E,3.0,B,C,A,C,B,B,A,B,A,174.5447563360302,1862.5,2302.5
51833,170002032989,CE,16.0,F,0.0,3,1,439.1,596.3,463.5,400.4,0,640.0,B,B,5.0,B,C,A,C,A,A,A,C,A,128.23694631280952,1899.3,2539.3
185798,170001056199,RS,19.0,M,0.0,1,0,471.8,489.1,493.3,657.9,0,460.0,F,E,2.0,B,C,A,C,A,B,B,A,A,1116.8281760061277,2112.1,2572.1
85535,170005027743,MG,22.0,F,,1,0,454.2,424.7,404.9,479.3,1,460.0,C,C,3.0,B,C,A,B,B,B,B,A,A,711.4413525794192,1763.1,2223.1
110766,170005775084,PR,19.0,M,0.0,1,0,624.9,607.2,551.7,679.6,0,720.0,E,F,4.0,B,D,B,D,B,B,B,A,B,1587.8574267876058,2463.4,3183.4
64508,170006546517,PR,22.0,M,0.0,1,0,595.9,641.9,619.5,708.9,0,480.0,E,G,5.0,C,D,C,E,B,C,B,A,A,6012.692376008313,2566.2,3046.2
185394,170000843587,MG,19.0,M,0.0,1,0,523.6,580.6,548.6,594.7,0,340.0,C,D,6.0,C,D,B,E,B,C,B,A,A,1405.2233349866974,2247.5,2587.5
78079,170004918207,PR,17.0,M,0.0,2,0,532.7,559.5,535.0,522.3,0,560.0,E,C,3.0,C,C,C,C,B,B,B,B,A,3278.3608464318377,2149.5,2709.5
99635,170003924709,AL,24.0,F,0.0,1,0,520.8,554.5,508.9,456.8,1,640.0,B,C,5.0,B,C,A,C,A,A,B,A,A,1743.3281334101816,2041.0,2681.0
4299,170000772235,MA,22.0,F,0.0,1,0,579.8,504.7,539.8,553.1,1,580.0,E,H,3.0,B,C,A,D,A,A,A,A,A,17.007752174240274,2177.4,2757.4
34525,170003607451,SP,35.0,F,1.0,1,0,443.4,546.6,481.0,435.9,1,480.0,A,A,4.0,B,C,A,B,A,A,A,A,A,675.5736015805866,1906.9,2386.9
108451,170004897079,CE,17.0,F,0.0,3,1,410.2,481.4,497.1,373.4,1,520.0,A,B,3.0,B,B,A,B,A,A,A,C,A,336.70864832091723,1762.1,2282.1
125381,170003225506,SP,18.0,F,0.0,1,0,553.8,682.7,655.4,655.6,0,920.0,G,E,3.0,D,D,C,D,B,D,B,A,D,15774.239493084091,2547.5,3467.5
179349,170003506291,SP,16.0,M,0.0,3,1,618.5,600.3,588.2,756.2,0,560.0,G,G,4.0,E,D,C,E,B,D,B,C,D,17311.7513177821,2563.2,3123.2
8987,170006526501,CE,16.0,F,0.0,3,1,396.1,486.5,448.7,434.2,1,540.0,B,A,5.0,B,C,A,B,A,A,A,C,A,933.3895932605824,1765.5,2305.5
163304,170002501637,PR,26.0,M,0.0,1,0,659.9,604.4,556.9,705.6,1,780.0,E,E,3.0,B,B,B,B,B,B,B,A,D,3627.3911642208927,2526.8,3306.8
34461,170005416181,MG,18.0,F,0.0,2,0,509.9,497.0,566.3,379.4,1,560.0,C,H,4.0,B,D,A,D,A,B,B,B,A,1151.2562243256966,1952.6,2512.6
151833,170000202120,MG,20.0,M,0.0,2,0,509.3,553.6,524.5,511.8,1,440.0,C,E,6.0,B,D,B,E,A,B,B,B,A,1550.0437946158622,2099.2000000000007,2539.2000000000007
67964,170002514970,PR,17.0,F,0.0,2,0,467.7,505.7,533.5,416.8,1,560.0,E,E,3.0,C,D,B,D,B,B,B,B,E,2589.7557853405583,1923.7,2483.7
100316,170004203596,PR,21.0,F,0.0,1,0,522.9,530.8,514.1,416.6,0,620.0,C,B,2.0,B,C,A,C,A,B,B,A,A,2284.7285033061803,1984.4,2604.4
60556,170000193505,SP,19.0,F,0.0,2,0,423.9,513.9,431.1,424.8,0,520.0,E,D,4.0,B,C,B,C,A,A,A,B,A,166.2836451064486,1793.7,2313.7
18463,170000785981,RJ,51.0,M,,1,0,537.0,655.9,591.5,550.3,1,620.0,B,B,3.0,B,C,A,C,A,A,B,A,A,1847.6066175404653,2334.7,2954.7
45846,170004326353,RJ,23.0,M,0.0,1,0,490.4,435.1,490.7,497.3,1,560.0,E,D,5.0,C,C,B,D,B,A,B,A,A,1219.0758444340054,1913.5,2473.5
71709,170003540874,PE,17.0,M,0.0,2,0,518.0,394.1,355.7,609.5,1,400.0,H,H,4.0,B,C,A,C,A,A,A,B,A,368.872421707766,1877.3,2277.3
149936,170000563571,MA,28.0,M,1.0,1,0,528.6,505.0,496.4,577.3,1,440.0,D,F,4.0,B,A,A,B,A,B,B,A,A,1037.927799299179,2107.3,2547.3
127985,170001770558,MG,19.0,F,0.0,1,0,408.1,432.5,487.2,406.3,1,620.0,E,E,4.0,B,C,B,D,A,B,B,A,A,610.1475755940568,1734.1,2354.1
82043,170002123815,SP,23.0,F,0.0,1,0,467.8,527.9,505.1,409.1,1,540.0,B,C,4.0,B,B,A,C,B,A,A,A,A,784.9473607399389,1909.9,2449.9
184366,170005162896,RS,17.0,F,0.0,2,0,601.7,598.1,594.8,499.2,0,660.0,E,E,3.0,B,C,A,D,B,B,B,B,D,2108.2806203383348,2293.8,2953.8
145992,170003504910,MS,17.0,F,0.0,2,0,396.3,430.1,510.2,523.7,1,580.0,E,E,5.0,B,C,B,C,A,A,B,B,A,1200.6149020206853,1860.3,2440.3
126729,170002101802,BA,19.0,F,0.0,2,0,579.3,572.0,536.2,431.9,0,800.0,E,E,4.0,B,C,A,D,B,B,B,B,A,2373.5663793064664,2119.4,2919.4
11584,170000215017,SE,16.0,F,0.0,2,0,469.4,554.8,557.7,575.0,1,740.0,G,E,4.0,B,D,B,E,A,B,B,B,B,3326.0001617667303,2156.9,2896.9
125443,170003264983,PE,34.0,F,0.0,1,0,445.0,474.5,535.8,425.0,0,620.0,C,B,2.0,B,C,A,C,A,B,B,A,A,1805.202181162268,1880.3,2500.3
143581,170004230619,AL,23.0,F,0.0,1,0,582.6,457.1,393.5,453.5,1,480.0,B,B,5.0,B,D,B,D,A,B,B,A,A,622.109788136362,1886.7,2366.7
181201,170000672565,RN,40.0,F,1.0,1,0,427.5,357.2,464.6,396.2,0,420.0,B,A,3.0,B,D,A,D,A,B,B,A,A,1346.1964260300088,1645.5000000000002,2065.5
71666,170006141746,SP,20.0,F,0.0,2,0,531.6,467.9,509.3,432.6,1,340.0,D,D,7.0,B,C,B,B,A,A,A,B,A,1347.187593422466,1941.4,2281.4
150566,170006028869,MG,18.0,M,0.0,2,0,626.7,682.4,571.1,559.8,0,500.0,G,G,2.0,D,D,B,C,B,D,B,B,D,6051.23822957171,2440.0,2940.0
75147,170006701406,CE,15.0,M,0.0,3,1,476.8,578.3,430.4,534.0,1,540.0,F,F,5.0,D,E,C,C,A,B,B,C,D,25.21892365416625,2019.5,2559.5
47713,170002734725,RO,28.0,M,0.0,1,0,455.9,380.5,383.1,369.7,1,460.0,H,H,4.0,B,C,A,B,B,A,A,A,A,360.77291490622184,1589.2,2049.2
108972,170002491717,PA,40.0,M,,1,0,596.1,607.8,530.0,673.1,0,580.0,D,D,3.0,B,B,A,C,A,B,A,A,A,0.0,2407.0,2987.0
50516,170000560303,DF,18.0,F,0.0,1,0,536.8,596.4,552.9,500.5,1,660.0,B,C,3.0,D,D,B,C,A,D,B,A,A,796.4325707154887,2186.6,2846.6
34491,170000652686,PE,44.0,F,1.0,2,0,412.1,441.4,510.3,507.6,0,0.0,A,A,5.0,C,D,B,C,A,B,B,B,A,293.26452677168334,1871.4,1871.4
33442,170006340752,AL,15.0,M,0.0,3,1,470.5,575.1,511.8,502.9,0,640.0,G,G,5.0,D,E,C,E,A,D,B,C,D,23370.59853771938,2060.3,2700.3
104061,170005136119,PA,17.0,M,0.0,2,0,620.5,597.0,557.1,674.7,1,940.0,E,C,4.0,B,B,A,D,A,B,B,B,D,2673.2205094628084,2449.3,3389.3
54348,170006604221,RJ,22.0,F,0.0,1,0,505.4,427.9,484.6,460.4,0,580.0,D,D,5.0,B,C,A,C,B,B,B,A,A,1050.8923168620709,1878.3,2458.3
146262,170000907268,MA,19.0,M,0.0,2,0,556.1,526.9,517.4,514.7,1,620.0,E,E,4.0,B,C,A,B,B,A,A,B,A,1345.4646561690986,2115.100000000001,2735.100000000001
42401,170005838181,AC,17.0,F,0.0,2,0,440.4,494.4,475.5,546.8,1,480.0,C,E,4.0,B,C,A,E,A,A,A,B,A,163.26320986354827,1957.1,2437.1
127918,170005864525,BA,26.0,M,0.0,1,0,630.1,608.3,526.9,555.6,1,720.0,B,B,3.0,B,C,B,D,A,B,A,A,A,1693.6972483715078,2320.9,3040.9
84090,170002975832,RJ,20.0,M,0.0,1,0,562.1,452.0,529.4,484.8,0,480.0,A,H,3.0,B,B,A,C,B,B,B,A,D,1326.153714820715,2028.3,2508.3
42413,170001383701,PB,38.0,M,1.0,1,0,556.3,634.0,521.1,580.1,0,700.0,E,F,4.0,B,C,B,C,A,B,B,A,A,2291.9730138195264,2291.5,2991.5
81199,170003648679,PR,17.0,F,0.0,2,0,401.2,489.9,424.0,481.1,0,300.0,B,B,6.0,B,C,B,E,A,A,B,B,A,1309.6212562141052,1796.1999999999994,2096.2
54804,170006372942,SP,45.0,F,1.0,1,0,513.3,589.5,532.5,368.0,1,380.0,B,B,6.0,B,C,B,E,A,B,A,A,A,4008.56303410269,2003.3,2383.3
173884,170005015673,MG,31.0,F,0.0,1,0,498.5,487.8,440.0,476.4,0,440.0,B,B,5.0,B,D,A,E,A,A,A,A,A,1214.0076794388333,1902.7,2342.7
136935,170002717726,SE,16.0,F,0.0,3,1,419.7,507.5,381.9,524.6,0,600.0,D,G,3.0,D,E,B,D,B,B,B,C,D,5627.060621724443,1833.7,2433.7
70045,170005461117,RN,40.0,F,1.0,1,0,502.5,605.5,530.7,593.0,0,640.0,B,C,4.0,B,C,A,D,A,B,A,A,A,1695.2916719323125,2231.7,2871.7
166321,170005290437,BA,21.0,M,0.0,1,0,613.0,546.6,606.3,413.3,0,480.0,E,G,5.0,E,E,B,E,B,E,B,A,B,8915.625518925743,2179.2,2659.2
129964,170004829286,PB,25.0,M,0.0,1,0,535.5,458.2,523.5,390.1,0,440.0,E,D,5.0,B,D,B,D,A,A,A,A,B,1186.6239487801136,1907.3,2347.3
178532,170000690173,RS,20.0,M,0.0,2,0,406.9,380.0,455.4,535.5,1,0.0,B,C,4.0,B,C,B,D,A,B,B,B,A,1787.5554333831055,1777.8,1777.8
86131,170002001437,PB,16.0,M,0.0,3,1,625.9,631.8,596.4,577.9,0,840.0,F,H,5.0,E,E,D,A,A,B,B,C,D,28624.750359163823,2432.0,3272.0
60053,170005556535,BA,19.0,F,0.0,2,0,478.1,457.1,506.6,517.1,0,600.0,B,B,4.0,A,C,A,B,A,B,B,B,A,253.78730452562408,1958.9,2558.9
143158,170004697543,GO,42.0,F,0.0,1,0,411.7,468.5,492.0,411.5,1,320.0,A,A,2.0,B,B,A,B,A,A,A,A,A,469.1380451834785,1783.7,2103.7
176944,170005515073,ES,20.0,M,0.0,1,0,620.6,656.1,561.5,545.2,1,660.0,E,F,3.0,B,C,B,E,A,C,B,A,E,4898.881158817761,2383.4,3043.4
54785,170006156776,PE,30.0,F,0.0,1,0,542.6,619.7,589.8,629.6,1,600.0,H,C,2.0,C,C,A,B,A,B,B,A,A,13.071731894995574,2381.7000000000007,2981.700000000001
90092,170003751111,MS,29.0,M,0.0,1,0,607.0,582.3,532.2,553.5,0,600.0,E,E,1.0,B,C,A,B,A,B,B,A,C,1039.869964063004,2275.0,2875.0
59886,170002611453,PE,18.0,F,0.0,1,0,498.1,474.8,451.1,560.2,1,580.0,B,B,4.0,B,C,A,B,A,A,A,A,A,561.4598696304147,1984.2,2564.2
124018,170002648221,MG,20.0,M,0.0,1,0,558.9,587.3,550.9,453.7,1,560.0,C,C,4.0,B,D,C,E,A,A,A,A,A,1061.7154103325877,2150.8,2710.8
179415,170000690889,SC,27.0,F,0.0,1,0,581.8,605.7,532.5,397.1,0,480.0,C,C,1.0,C,E,A,B,A,B,B,A,A,1487.6458275692914,2117.1,2597.1
140956,170001264355,DF,27.0,F,1.0,1,0,390.0,500.6,459.0,439.2,0,460.0,B,B,3.0,B,C,B,D,B,B,B,A,B,5509.00851433242,1788.8,2248.8
32708,170002522980,PA,22.0,F,0.0,1,0,397.5,515.0,498.9,646.9,1,660.0,D,E,3.0,B,C,A,D,A,A,A,A,A,1379.4510605738287,2058.3,2718.3
170840,170005517594,BA,30.0,M,1.0,4,0,590.1,553.2,497.3,456.8,0,500.0,B,B,3.0,B,C,A,C,A,A,A,D,A,996.6114250124817,2097.4,2597.4
28758,170006460873,TO,24.0,M,0.0,1,0,405.9,552.7,505.7,409.7,1,620.0,E,B,4.0,B,C,A,B,A,A,B,A,B,254.35124897404012,1874.0,2494.0
115040,170004502154,SP,17.0,F,0.0,2,0,500.4,458.4,480.2,390.2,0,660.0,E,G,4.0,B,C,A,B,B,B,B,B,A,1962.1867630023687,1829.2,2489.2
109943,170005888759,MG,17.0,M,0.0,2,0,608.8,577.7,439.1,479.9,1,640.0,E,G,4.0,D,D,B,D,B,C,B,B,A,3066.975337863296,2105.5,2745.5
29717,170003495731,MG,17.0,M,0.0,1,0,599.2,585.4,505.8,611.9,0,880.0,A,A,4.0,B,C,A,B,A,A,A,A,A,77.51419499306998,2302.3,3182.3
86279,170006651041,SP,19.0,F,0.0,1,0,453.0,496.2,502.7,527.4,1,500.0,E,E,4.0,C,D,C,D,B,B,B,A,A,2987.1123011318928,1979.3,2479.3
193061,170004191104,SP,39.0,M,1.0,2,0,583.3,533.3,517.9,396.5,0,520.0,E,E,6.0,D,D,C,E,B,C,B,B,A,2045.4342755720816,2031.0,2551.0
45236,170002157220,RJ,17.0,F,0.0,2,0,646.3,670.0,588.1,737.1,0,860.0,G,G,4.0,E,D,C,E,B,C,B,B,D,15229.175302315734,2641.5,3501.5
177469,170006394414,SP,21.0,F,,1,0,568.9,611.9,576.8,544.7,1,500.0,E,B,2.0,B,B,A,C,B,A,B,A,A,1920.4980993693664,2302.3,2802.3
180394,170005108263,CE,18.0,F,0.0,2,0,542.8,513.6,484.4,465.5,1,720.0,C,G,4.0,B,D,B,C,A,A,A,B,A,1303.3486625569553,2006.3,2726.3
86016,170004410209,DF,41.0,F,0.0,1,0,493.7,434.1,393.4,413.0,1,480.0,B,B,2.0,B,B,A,C,A,A,B,A,A,1147.0561307224634,1734.1999999999994,2214.2
68743,170001090089,MG,18.0,F,0.0,2,0,557.1,591.9,552.0,618.4,1,580.0,E,C,4.0,C,C,B,D,B,B,B,B,A,2289.8367143469336,2319.4,2899.4
193162,170000792748,MT,17.0,M,0.0,1,0,494.0,608.9,540.2,634.5,1,560.0,H,E,3.0,B,C,A,D,A,B,B,A,A,620.8491481535077,2277.600000000001,2837.6000000000013
58802,170001107514,MS,18.0,M,0.0,3,0,497.0,505.9,432.4,455.3,0,480.0,H,G,3.0,C,D,A,D,B,B,B,C,A,2425.985276430891,1890.6,2370.6
144632,170004831260,SP,46.0,M,0.0,1,0,507.8,548.7,518.0,508.4,0,580.0,A,B,3.0,B,B,B,B,B,A,B,A,A,2590.2894112148865,2082.9,2662.9
39050,170000496270,MA,19.0,M,0.0,3,0,400.2,541.8,574.4,515.9,0,540.0,G,G,4.0,B,D,A,D,A,A,B,C,A,1741.874663900696,2032.3,2572.3
15188,170001592509,BA,26.0,F,0.0,1,0,467.6,479.9,459.2,514.8,1,620.0,E,E,3.0,B,C,A,C,A,A,A,A,A,89.23090094862849,1921.5,2541.5
59359,170001482487,AL,19.0,F,0.0,1,0,472.6,422.9,372.0,393.9,0,540.0,H,B,7.0,B,D,A,C,A,A,A,A,A,294.8487064126923,1661.4,2201.4
30679,170005431164,TO,17.0,M,0.0,2,0,547.5,594.3,571.6,572.9,0,540.0,F,E,3.0,B,D,A,C,B,B,B,B,A,1204.9007487002166,2286.3,2826.3
5313,170000633155,MG,17.0,F,0.0,3,1,593.1,612.9,522.3,438.7,0,760.0,C,C,4.0,B,C,A,B,A,A,A,C,A,721.4721645303265,2167.0,2927.0
162537,170001806589,RJ,18.0,F,0.0,2,0,538.8,547.8,521.1,525.6,1,700.0,C,C,3.0,B,C,B,D,A,B,B,B,A,2632.634242837581,2133.3,2833.3
77759,170006232409,BA,26.0,F,0.0,1,0,448.7,392.5,388.1,364.0,1,400.0,A,A,3.0,B,C,A,B,A,A,A,A,A,481.46767769346013,1593.3000000000006,1993.3
57763,170006659188,RJ,17.0,F,0.0,3,1,425.6,561.9,568.9,374.3,0,460.0,F,F,4.0,B,C,B,D,B,B,B,C,A,8693.407964347156,1930.7,2390.7
117339,170001826190,CE,18.0,F,0.0,1,0,464.6,473.1,482.0,396.3,1,520.0,E,E,4.0,B,C,A,C,B,A,B,A,A,1174.5203414561972,1816.0,2336.0
23564,170003440214,CE,18.0,F,0.0,1,0,507.3,573.1,558.2,534.3,1,660.0,C,E,4.0,B,C,B,D,A,B,B,A,A,677.7922026491304,2172.9,2832.9
98206,170006614723,SP,20.0,F,0.0,2,0,516.2,425.8,380.5,458.1,1,0.0,E,C,3.0,B,D,B,D,A,A,A,B,A,1285.6248799314867,1780.6,1780.6
47328,170002461522,AP,21.0,M,0.0,1,0,620.1,581.8,564.8,379.3,1,680.0,B,C,5.0,B,E,A,D,A,B,B,A,A,1314.7754500613132,2146.0,2826.0
92830,170003778431,MA,17.0,M,0.0,2,0,418.7,364.5,399.2,423.5,0,0.0,B,C,2.0,B,B,A,B,A,A,A,B,A,293.14586626789315,1605.9,1605.9
186103,170004323015,MA,52.0,F,0.0,1,0,465.6,412.2,363.3,364.8,1,380.0,B,B,4.0,B,C,A,B,A,B,A,A,A,177.37521311095867,1605.9,1985.9
58689,170003671648,RS,18.0,F,0.0,2,0,533.7,581.9,606.7,465.2,0,580.0,E,E,3.0,B,C,B,D,B,B,B,B,A,1050.6954500406234,2187.5,2767.5
124817,170001562671,BA,18.0,F,0.0,3,0,407.1,439.5,436.6,371.2,1,0.0,B,E,4.0,B,C,A,B,A,A,A,C,A,728.9831838685678,1654.4,1654.4
124715,170002404739,MG,20.0,F,0.0,1,0,438.7,423.0,308.0,411.7,1,520.0,E,E,5.0,C,E,A,E,B,B,B,A,A,4191.214812998721,1581.4,2101.4
27588,170006087002,MG,19.0,M,0.0,2,0,642.5,688.0,627.6,755.7,0,800.0,F,F,2.0,B,C,B,C,B,B,B,B,A,2493.2276047465616,2713.8,3513.8
65090,170001998985,PR,21.0,M,0.0,1,0,605.1,610.8,534.7,701.2,1,520.0,H,B,4.0,B,C,A,E,A,B,B,A,A,1465.308760705846,2451.8,2971.8
38883,170005984884,RS,24.0,M,0.0,1,0,611.1,642.7,567.7,687.1,0,600.0,D,B,5.0,C,E,C,E,B,C,B,A,A,5044.427985432298,2508.600000000001,3108.6000000000013
